CdId,Real CAS,Name,vapor_pressure,maximalProjectionArea,minimalProjectionArea,maximalProjectionRadius,minimalProjectionRadius,acceptorSiteCount,donorSiteCount
875,,"2-Propanethiol",246.0,28.8242,22.5646,3.36453,3.1598,0,1
876,,"trans,trans-2,4-Hexadien-1-ol",0.281,39.7412,18.754,5.19638,2.70239,1,1
877,,"Geranyl tiglate",,82.4392,40.8148,8.00853,4.34623,2,0
878,,"Propyl tiglate",1.39,53.2888,27.4285,5.65385,3.63189,2,0
879,,"Ethyl 2-furoate",0.391,47.8306,22.8214,5.55628,3.56431,2,0
880,,"Furfuryl butyrate",0.195,54.0882,31.4345,5.90587,3.78761,2,0
881,,"5-(Hydroxymethyl)furfural",8.91E-4,42.1201,22.4012,4.7987,3.29707,3,1
882,,"Phytol",4.0E-6,107.903,59.8337,10.4872,5.37413,1,1
883,,"2-Acetyl-3-methylpyrazine",0.105,47.5019,26.772,4.73221,4.21663,4,0
884,,"2-Methyl-3-propylpyrazine",0.792,49.6619,29.2974,5.18958,3.72778,2,0
885,,"Propylene carbonate",0.0354,31.0988,22.8211,3.95735,3.04152,3,0
886,,"Furfuryl hexanoate",0.023,65.9796,38.1641,6.90316,4.56301,2,0
887,,"Furfuryl heptanoate",0.00797,71.1555,37.6798,7.56184,4.54636,2,0
888,,"2,4-Dimethylthiazole",4.283,39.4559,21.1448,4.35047,3.3943,1,0
889,,"2-Methyl-3-buten-2-ol",22.9,31.3341,24.8155,3.80275,3.16588,1,1
890,,"Prenyl acetate",3.987,44.8947,28.4265,5.2573,3.30223,2,0
891,,"Methyl stearate",3.1E-5,119.933,45.6699,13.5478,4.90418,2,0
892,"141-05-9","Diethyl maleate",0.159,49.7218,39.0567,4.51621,4.50621,4,0
893,"624-48-6","Dimethyl maleate",0.475,45.4424,29.3366,4.47939,3.75183,4,0
894,,"4-Isopropylphenol",0.147,47.8387,29.6185,5.08934,3.438,1,1
895,,"Methyl decanoate",0.0934,73.6935,33.3141,8.48574,3.9866,2,0
896,,"Ethyl chrysanthemumate",0.0372,67.8171,43.0395,5.65324,4.78434,2,0
897,,"o-Anisaldehyde",0.032,48.7754,26.0678,4.70481,4.02279,3,0
898,"38768-63-7","Methyl (p-tolyloxy)acetate",0.0181,59.358,28.1593,6.62124,3.41302,3,0
899,,"(1S)-(-)-Verbenone",0.0773,46.2775,35.9167,4.41662,3.94517,2,0
900,,"Phenyl salicylate",4.21E-4,73.8293,26.6907,6.77301,4.19743,3,1
901,,"4-tert-Butylcyclohexyl acetate",0.103,63.8009,33.5828,6.32017,3.65948,2,0
902,,"4-Hydroxybenzaldehyde",0.0171,43.6009,19.8852,4.78178,3.36653,3,1
903,,"1-Fenchone",,46.1093,35.3138,4.59038,3.66955,2,0
904,"928-97-2","trans-3-Hexen-1-ol",1.04,40.3429,23.0804,5.10675,3.00332,1,1
905,,"3-Methyl-3-pentanol",6.65,40.5461,29.0552,4.33542,3.61335,1,1
906,,"Pyrazine",19.7,30.6922,17.0407,3.6038,2.954,2,0
907,,"Pinacol",0.375,40.1961,30.3816,4.05518,3.5451,2,2
908,,"2-Methoxynaphthalene",0.0104,58.8788,26.4084,5.80455,3.83548,1,0
909,"3681-71-8","cis-3-Hexenyl acetate",1.22,52.5758,27.3488,6.0347,3.55616,2,0
910,,"1-Methylpyrrole",25.591,34.0202,19.7593,3.82021,3.26125,0,0
911,,"3,4-Dihydroxybenzaldehyde",8.67E-4,46.4997,21.9621,4.75373,3.95963,4,2
912,,"3',4'-Dimethoxyacetophenone",0.00255,61.2733,32.1696,5.83448,4.55818,4,0
913,,"10-Undecen-1-ol",0.00354,69.5787,27.5778,8.5107,3.47653,1,1
914,,"b-Bromostyrene (rac)",0.164,50.7676,21.5489,5.51271,3.35638,0,0
915,,"1,4 Butanedithiol",0.563,42.4578,22.3797,5.33328,3.06136,0,2
916,,"2-Methyl 3-(3,4-methylendioxyphenyl) propanol",,60.6521,30.4426,6.42934,3.68587,3,1
917,,"o-tert Butylcyclohexyl acetate",0.153,60.0218,44.4329,5.143,4.83391,2,0
918,"107-31-3","Methyl formate",731.904,22.1134,12.8737,3.39827,2.31709,2,0
919,"110-60-1","Putrescine",,36.8244,20.8624,4.67947,2.84115,2,4
920,"7664-41-7","Ammonia",5992.52,10.8721,8.3595,2.01221,2.00856,1,3
921,"462-94-2","Cadaverine",0.961,42.3505,20.8975,5.25557,2.89114,2,4
922,"124-40-3","Dimethylamine",,22.6602,15.2573,3.28011,2.63412,1,1
923,"141-43-5","Ethanolamine",0.458,25.8201,15.9752,3.75833,2.63443,2,3
924,"111-68-2","Heptylamine",2.893,50.1229,23.2167,6.20379,2.98114,1,2
925,"107-85-7","Isoamylamine",,39.3593,22.1006,4.57156,3.22006,1,2
926,,"delta-decalactone",0.0080,64.0465,30.4608,6.48845,3.89463,2,0
927,"64-18-6","formic acid",36.477,17.6478,11.9983,2.66163,2.38073,3,1
928,"64-19-7","Acetic Acid",13.874,23.2382,15.7091,3.22463,2.65698,3,1
929,"60-33-3","linoleic acid",0.0,103.697,45.3633,8.30642,4.77255,3,1
930,"127-17-3","Pyruvic Acid",0.968,30.6612,16.2664,3.86165,2.90927,5,1
931,,"(2s)-2-ethylhexanoic acid",0.027,52.8455,31.4427,5.90591,3.80925,3,1
932,,"(2r)-2-ethylhexanoic acid",0.027,52.8225,31.322,5.91391,3.7608,3,1
933,"79-33-4","Lactic Acid",0.015,31.7131,21.8217,3.63373,3.23377,4,2
934,"505-10-2","methionol",0.156,39.2588,20.2643,5.25993,2.80012,1,1
935,"586-62-9","Terpinolene",1.126,53.3124,31.2208,5.24491,3.49838,0,0
936,"18172-67-3","(-)-beta-Pinene",,44.3369,35.5238,4.42948,3.91125,0,0
937,"19902-08-0","(+)-beta-Pinene",2.399,44.297,34.8187,4.51504,3.87158,0,0
938,"498-15-7","(+)-3-Carene",1.862,46.971,32.2493,4.87244,3.60028,0,0
939,,"(-)-3-Carene",1.862,47.5996,32.2531,4.86409,3.55574,0,0
940,"6753-98-6","humulene",0.0080,61.6008,44.8778,5.18085,4.42004,0,0
941,"87-44-5","(-)-trans-Caryophyllene",0.013,60.8054,43.9091,5.17768,4.35033,0,0
942,"10482-56-1","(-)-alpha-Terpineol",,55.1272,30.161,5.319,3.3982,1,1
943,"7785-53-7 ","(+)-alpha-Terpineol",0.028,54.9642,31.6637,5.25362,3.40136,1,1
944,"106-25-2","nerol",0.013,55.054,38.9233,5.20432,4.15573,1,1
945,"126-91-0","(-)-linalool",,55.6949,35.0537,5.56148,4.05047,1,1
946,,"(+)-linalool",0.091,56.8538,33.3971,5.72391,3.508,1,1
947,,"(2R,5S) linalool oxide",0.021,51.012,36.2904,4.91428,3.90282,2,1
948,,"(2R,5R) linalool oxide",0.021,53.3986,35.2955,5.25881,3.82421,2,1
949,,"(2S,5S) linalool oxide",0.021,53.8187,35.3829,5.2504,3.68284,2,1
950,,"(2S,5R) linalool oxide",0.021,51.467,37.043,4.83548,3.90914,2,1
951,,"E Citral",0.071,50.3195,38.0872,5.25105,3.8448,2,0
952,"7787-20-4","L Fenchone",,53.9324,35.3233,5.25881,3.82421,2,0
953,"546-80-5","alpha-thujone",0.323,48.0279,33.2612,4.9209,3.77989,2,0
954,"23089-26-1","(-)-alpha-Bisabolol",0.0,77.4851,42.0542,7.09778,4.1788,1,1
955,,"(R) alpha-ionone",0.014,60.4945,42.3124,5.74772,4.54756,2,0
956,"123-38-6","Propionaldehyde",299.383,24.7201,18.0695,3.35895,2.73481,2,0
957,"107-02-8","Acrylaldehyde",261.303,25.6374,14.644,3.58618,2.88399,2,0
958,"13019-20-0","2-methyl-3-heptanone",2.526,52.1518,27.0585,5.83127,3.33518,2,0
959,"589-63-9","4-octanone",2.108,53.847,24.7625,6.53018,3.01256,2,0
960,"2883-98-9","asarone",0.0030,73.1287,36.7953,6.35265,4.64116,3,0
961,"140-29-4","benzyl cianide",5992.52,43.2461,25.391,4.78495,3.54958,1,0
962,"100-47-0","benzonetrile",5992.52,40.6247,20.1631,4.6084,3.37018,1,0
963,,"Methyl jasmonate",0.0010,70.2602,38.8884,6.72031,4.40978,4,0
964,"644-35-9","2-propylphenol",0.078,51.6155,27.7549,5.30142,3.99962,1,1
965,"90-00-6","2-ethylphenol",0.184,46.5821,26.4676,4.78637,3.79192,1,1
966,"67-56-1","Methanol",,15.3957,12.387,2.62146,2.0955,1,1
967,"64-17-5","ethanol",82.819,20.8595,15.9727,3.00708,2.59725,1,1
968,"928-94-9","cis-2-Hexen-1-ol",0.873,39.2936,25.9423,4.67956,3.30066,1,1
969,"56-81-5","glycerol",0.0,32.3871,21.4583,4.13571,2.91169,3,3
970,"19132-06-0","2,3-butylene glycol",0.26,32.4473,22.8963,3.99803,3.0045,2,2
971,"108-93-0","cyclohexanols",0.876,38.3254,27.4329,4.0776,3.59293,1,1
972,"7731-29-5
","4-methylcyclohexanol",0.475,43.8802,27.6097,4.62704,3.59263,1,1
973,"26549-24-6 ","(2R)-hexanol",2.634,43.704,24.0221,4.95234,3.14811,1,1
974,,,0.014,60.0078,43.4005,5.54515,4.54215,2,0
975,"52019-78-0 ","(2S)-hexanol",2.634,43.5297,21.6314,5.26405,3.0411,1,1
976,,"(3S)-1-hexen3-ol",3.595,40.0368,26.5484,4.52441,3.44752,1,1
977,,"(3R)-1-hexen3-ol",3.595,40.0129,24.2189,5.12673,3.09982,1,1
978,,"cis-2-Hexenyl acetat",1.868,51.6216,33.4683,5.42658,3.80671,2,0
979,"2497-18-9","trans-2-Hexenyl acetat",1.868,53.4193,26.0203,6.43966,3.32751,2,0
980,"123-25-1","diethyl succinate",0.126,62.69,27.7032,7.52012,3.33959,4,0
981,"141-06-0","Propyl valerate",1.6,57.3587,24.9785,6.9687,3.05099,2,0
982,"34010-21-4","(Z) 11-Hexadecen-1-ol",0.0,91.8489,61.2738,6.47412,5.5085,2,0
983,,"cis-3-Hexenoic acid",0.083,40.3374,27.248,4.74846,3.28472,3,1
984,,"2R-Methylbutyl acetate",,44.7099,31.2172,4.63818,3.91141,2,0
985,,"1S-Methylbutyl acetate",9.684,45.6716,32.5195,4.79112,4.18675,2,0
986,,"Methyl (3R)-hydroxyhexanoate",,54.1086,23.256,6.34963,3.26239,3,1
987,,"Ethyl (3R)-hydroxyhexanoate",0.0060,59.671,26.876,7.03122,3.25678,3,1
988,"629-33-4","Hexyl formate",,51.2308,22.0107,6.3973,2.90621,2,0
989,,"(S) beta-Butylactone",2.092,29.2492,20.715,3.88026,2.80132,2,0
990,,,2.092,29.4896,20.8047,3.88018,2.79119,2,0
991,"142-82-5","heptane",45.207,46.4891,23.196,5.87881,3.23534,0,0
992,"111-65-9","octane",14.157,52.2493,24.002,6.52262,3.00792,0,0
993,"111-84-2","nonane",4.633,57.9713,24.4654,7.13962,3.09895,0,0
994,"124-38-9","CO2",28293.1,13.9336,8.15659,2.717,1.70158,4,0
995,"506-42-3 ","oleyl alcohol",0.0,99.4551,48.3048,7.58367,5.10547,1,1
996,,"trans-vaccenic acid",0.0,111.573,60.453,9.42746,7.14749,3,1
997,"506-17-2","cis-vaccenic acid",0.0,102.459,40.7198,7.90032,4.77015,3,1
998,"110-54-3","hexane",103.273,40.5702,21.6856,5.21221,3.02695,0,0
999,"67-63-0",,81.332,25.7963,21.0312,3.35075,3.03816,1,1
1000,"14320-37-7","Argon",342657.0,11.1036,11.1036,-1.0,-1.0,0,0
1001,"2173-56-0","Amyl Valerate",0.233,68.7671,27.9623,8.22085,3.64333,2,0
1002,"35466-83-2","methyl prop-2-en-1-yl carbonate",5.4,42.3004,20.5232,5.5745,2.89562,3,0
1003,"105-58-8","diethyl carbonate",11.454,42.5952,23.0111,5.65933,3.32528,3,0
1004,"623-17-6","2-furanmethanol, acetate",1.06,44.5678,26.1223,5.46218,3.19744,2,0
1005,"68480-28-4","3-methylbut-2-en-1-yl formate",6.37,42.9457,24.0912,5.24729,3.12382,2,0
1006,"6342-56-9","1,1-dimethoxypropan-2-one",4.96,40.6443,24.3369,4.43126,3.62552,4,0
1007,"51729-83-0","isopropyl methyl carbonate",27.954,40.6134,22.7546,5.0033,3.19732,3,0
1008,"108-48-5","lutidine",6.52,43.0575,25.01,4.41178,3.78075,1,0
1009,"25680-58-4","2-ethyl-3-methoxypyrazine",1.58,47.473,30.042,4.70651,4.41813,3,0
1010,"40015-15-4","1,1-dimethoxy-2-(methylsulfanyl)ethane",2.01,43.4349,27.8357,4.78646,3.61451,2,0
1011,"95-92-1","ethyl oxalate",0.698,49.955,22.709,6.33964,3.06343,4,0
1012,"121-45-9","trimethyl phosphite",28.149,40.7411,26.2612,4.51009,3.80645,3,0
1013,"6976-93-8","2-methoxyethyl 2-methylprop-2-enoate",1.217,52.4842,28.503,5.76095,3.7975,3,0
1014,"4455-13-4","ethyl 2-(methylsulfanyl)acetate",1.91,46.3805,22.439,5.97417,2.88791,2,0
1015,"764-48-7","ethanol, 2-(ethenyloxy)-",3.642,35.2183,20.3619,4.64169,2.90218,2,1
1016,"97-97-2","2-chloro-1,1-dimethoxyethane",13.494,36.0028,27.1884,3.96012,3.69187,2,0
1017,"123-63-7","Paraldehyde",15.693,45.8932,31.0075,4.50926,4.28562,3,0
1051,"108-62-3","Metaldehyde",0.622,59.1585,35.2906,5.01732,4.75225,4,0
1052,"591-87-7","Allyl acetate",31.439,38.6783,22.1688,4.96111,3.01175,2,0
1054,"637-78-5","Isopropyl propanoate",21.591,43.3937,25.0022,5.07038,3.1394,2,0
1055,"123-99-9","Nonanedioic acid",0.0,67.9566,24.8403,8.15632,3.14666,6,2
1056,"56-86-0","L-glutamic acid",0.0,43.6374,28.4465,4.8278,3.57153,7,4
1057,"629-14-1","ethylene glycol diethyl ether",19.085,47.7116,23.7835,6.27124,3.26355,2,0
1058,"19700-21-1","(-)-Geosmin",0.0010,57.6941,38.6064,4.85123,4.1568,1,1
1060,,"chloromethyl acetate",95.799,32.3474,20.437,4.06171,2.79105,2,0
1061,,,8.776,33.5734,21.5106,4.16461,2.79151,2,0
1062,,"1-Ethoxypropane",180.667,38.6037,18.9976,5.15654,2.70369,1,0
1063,,"Acetamide",0.109,24.5017,15.9385,3.20484,2.92557,2,2
1064,,"1-Methoxypropane ",439.765,32.7175,17.8791,4.50128,2.61763,1,0
1065,,,77.444,25.7536,18.2255,3.63335,2.6504,1,0
1066,,,0.028,28.1843,17.0382,3.82627,2.89076,3,3
1067,,"Propylene oxide",572.478,23.6528,17.8427,3.32967,2.77223,1,0
1068,,,566.752,32.7242,18.4813,4.51108,2.70941,1,0
1069,,,0.094,29.6761,18.1294,3.78417,3.25525,3,3
1070,,,777.745,29.836,18.6658,3.82981,2.9404,1,1
1071,,,,26.7455,17.9999,3.89616,2.64116,1,1
1072,,,838.45,28.6708,20.639,3.74172,2.75672,2,0
1073,,,34.387,32.0333,17.6707,4.46313,2.66251,2,2
1074,,"N-Methylacetamide",0.243,29.3849,17.8486,3.91288,2.89076,2,1
1075,,,0.0118,28.4287,17.1172,3.78957,2.84008,3,2
1076,,,232.293,35.0687,20.9612,4.46559,2.97862,1,1
1077,,"1,3-Difluoroacetone",68.521,28.333,18.0064,3.83316,2.84346,2,0
1078,,"Propanal",299.383,25.0469,17.8151,3.51093,2.63509,2,0
1079,,,202.836,26.2296,21.1344,3.27744,3.15259,2,1
1080,,,10.85,39.473,18.7055,5.30155,2.67369,1,0
1081,,,87.629,30.4492,21.9331,3.75557,2.9112,2,0
1082,,,2.001,32.8467,19.0273,3.7533,3.25085,3,1
1083,,,6.535,26.3199,18.4983,3.18159,2.80051,2,1
1084,,,4.768,38.0045,23.6361,4.5476,3.10051,2,0
1085,,,0.0,28.4198,19.4682,3.48908,2.88698,2,1
1086,,"vinyl acetate ",118.484,33.6951,17.6071,4.46307,2.7917,2,0
1087,,,13.627,31.7389,17.5823,4.16381,2.84782,5,0
1088,,,43.463,38.8139,26.5588,4.37377,3.75822,1,0
1089,,,8.152,34.8226,21.9088,4.50236,3.02107,2,1
1090,,,0.034,30.1811,17.6595,4.44712,2.64116,2,2
1091,,,111.716,34.6397,19.7362,4.69655,2.94916,3,0
1092,,,111.716,36.0227,19.3099,4.88697,2.94469,2,0
1093,,,0.015,30.3537,20.5538,4.03246,2.92502,4,2
1094,,,4.209,40.659,21.6462,5.1462,2.94155,2,1
1095,,,0.036,31.6571,17.8767,4.46425,2.79138,4,2
1096,,,9.44,34.4027,18.7452,4.6085,2.86458,4,0
1097,,"(Formyloxy)acetonitrile ",242.428,29.5829,16.9251,4.31461,2.65785,3,0
1098,,,0.204,27.9656,21.303,3.57065,3.0309,2,2
1099,,,0.0030,44.6114,22.3695,5.69497,2.94801,4,2
1100,,,14.197,44.4781,21.2145,5.04788,3.27232,2,0
1101,,,0.0,35.2312,20.8414,3.83819,3.17556,5,1
1102,,,22.99,28.8854,23.2764,3.32669,3.29113,3,0
1103,,,34.287,30.5174,22.5884,3.60165,3.18951,2,0
1104,,,0.12,33.6602,22.3977,4.03242,3.33799,3,1
1105,,,39.278,41.8286,17.8237,5.64781,2.60793,2,0
1106,,,,34.448,18.7686,4.73957,2.64768,3,0
1107,,,3.125,45.5102,29.9788,5.26512,3.74179,3,0
1108,,,10.942,29.8412,18.6948,3.98573,2.80936,2,0
1109,,,3.286,40.8794,21.2424,5.0991,2.99694,4,0
1110,,,0.0,33.3436,20.799,4.03145,2.94947,4,0
1111,,,0.263,37.1434,19.0433,5.07922,2.73929,3,1
1112,,,6.495,36.8813,26.0375,4.50629,3.33556,3,0
1113,,,2.135,42.9748,17.9899,5.63854,2.77311,4,0
1114,"15356-60-2
","(+)-Menthol",,54.1627,33.6874,5.3715,3.95521,1,1
1115,"2216-51-5 ","(-)-Menthol",,54.1368,33.3671,5.37171,3.79942,1,1
